experiment_id,V,M,E,D,VV,VM,MM,VE,ME,EE,VD,MD,ED,DD,cell_viability
20,0.0,5,0.0,75.0,0.0,0.0,25,0.0,0.0,0.0,0.0,375.0,0.0,5625.0,0.86
21,0.0,5,12.5,0.0,0.0,0.0,25,0.0,62.5,156.25,0.0,0.0,0.0,0.0,0.89
22,0.0,5,12.5,9.375,0.0,0.0,25,0.0,62.5,156.25,0.0,46.875,117.1875,87.890625,0.9
23,0.0,5,12.5,18.75,0.0,0.0,25,0.0,62.5,156.25,0.0,93.75,234.375,351.5625,0.88
24,0.0,5,12.5,75.0,0.0,0.0,25,0.0,62.5,156.25,0.0,375.0,937.5,5625.0,0.84
25,0.0,5,25.0,0.0,0.0,0.0,25,0.0,125.0,625.0,0.0,0.0,0.0,0.0,0.88
26,0.0,5,25.0,9.375,0.0,0.0,25,0.0,125.0,625.0,0.0,46.875,234.375,87.890625,0.86
27,0.0,5,25.0,18.75,0.0,0.0,25,0.0,125.0,625.0,0.0,93.75,468.75,351.5625,0.81
28,0.0,5,25.0,75.0,0.0,0.0,25,0.0,125.0,625.0,0.0,375.0,1875.0,5625.0,0.82
29,0.0,5,100.0,0.0,0.0,0.0,25,0.0,500.0,10000.0,0.0,0.0,0.0,0.0,0.82
30,0.0,5,100.0,9.375,0.0,0.0,25,0.0,500.0,10000.0,0.0,46.875,937.5,87.890625,0.83
31,0.0,5,100.0,18.75,0.0,0.0,25,0.0,500.0,10000.0,0.0,93.75,1875.0,351.5625,0.81
32,0.0,5,100.0,75.0,0.0,0.0,25,0.0,500.0,10000.0,0.0,375.0,7500.0,5625.0,0.75
33,0.0,10,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
34,0.0,10,0.0,9.375,0.0,0.0,100,0.0,0.0,0.0,0.0,93.75,0.0,87.890625,0.9
35,0.0,10,0.0,18.75,0.0,0.0,100,0.0,0.0,0.0,0.0,187.5,0.0,351.5625,0.9
36,0.0,10,0.0,75.0,0.0,0.0,100,0.0,0.0,0.0,0.0,750.0,0.0,5625.0,0.78
37,0.0,10,12.5,0.0,0.0,0.0,100,0.0,125.0,156.25,0.0,0.0,0.0,0.0,0.9
38,0.0,10,12.5,9.375,0.0,0.0,100,0.0,125.0,156.25,0.0,93.75,117.1875,87.890625,0.89
39,0.0,10,12.5,18.75,0.0,0.0,100,0.0,125.0,156.25,0.0,187.5,234.375,351.5625,0.88
40,0.0,10,12.5,75.0,0.0,0.0,100,0.0,125.0,156.25,0.0,750.0,937.5,5625.0,0.94
41,0.0,10,25.0,0.0,0.0,0.0,100,0.0,250.0,625.0,0.0,0.0,0.0,0.0,0.92
42,0.0,10,25.0,9.375,0.0,0.0,100,0.0,250.0,625.0,0.0,93.75,234.375,87.890625,0.93
43,0.0,10,25.0,18.75,0.0,0.0,100,0.0,250.0,625.0,0.0,187.5,468.75,351.5625,0.82
44,0.0,10,25.0,75.0,0.0,0.0,100,0.0,250.0,625.0,0.0,750.0,1875.0,5625.0,0.8
45,0.0,10,100.0,0.0,0.0,0.0,100,0.0,1000.0,10000.0,0.0,0.0,0.0,0.0,0.82
46,0.0,10,100.0,9.375,0.0,0.0,100,0.0,1000.0,10000.0,0.0,93.75,937.5,87.890625,0.8
47,0.0,10,100.0,18.75,0.0,0.0,100,0.0,1000.0,10000.0,0.0,187.5,1875.0,351.5625,0.88
48,0.0,10,100.0,75.0,0.0,0.0,100,0.0,1000.0,10000.0,0.0,750.0,7500.0,5625.0,0.76
49,0.0,40,0.0,0.0,0.0,0.0,1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93
50,0.0,40,0.0,9.375,0.0,0.0,1600,0.0,0.0,0.0,0.0,375.0,0.0,87.890625,0.92
51,0.0,40,0.0,18.75,0.0,0.0,1600,0.0,0.0,0.0,0.0,750.0,0.0,351.5625,0.86
52,0.0,40,0.0,75.0,0.0,0.0,1600,0.0,0.0,0.0,0.0,3000.0,0.0,5625.0,0.84
53,0.0,40,12.5,0.0,0.0,0.0,1600,0.0,500.0,156.25,0.0,0.0,0.0,0.0,1.01
54,0.0,40,12.5,9.375,0.0,0.0,1600,0.0,500.0,156.25,0.0,375.0,117.1875,87.890625,0.83
55,0.0,40,12.5,18.75,0.0,0.0,1600,0.0,500.0,156.25,0.0,750.0,234.375,351.5625,0.82
56,0.0,40,12.5,75.0,0.0,0.0,1600,0.0,500.0,156.25,0.0,3000.0,937.5,5625.0,0.79
57,0.0,40,25.0,0.0,0.0,0.0,1600,0.0,1000.0,625.0,0.0,0.0,0.0,0.0,0.86
58,0.0,40,25.0,9.375,0.0,0.0,1600,0.0,1000.0,625.0,0.0,375.0,234.375,87.890625,0.85
59,0.0,40,25.0,18.75,0.0,0.0,1600,0.0,1000.0,625.0,0.0,750.0,468.75,351.5625,0.81
60,0.0,40,25.0,75.0,0.0,0.0,1600,0.0,1000.0,625.0,0.0,3000.0,1875.0,5625.0,0.77
61,0.0,40,100.0,0.0,0.0,0.0,1600,0.0,4000.0,10000.0,0.0,0.0,0.0,0.0,0.83
62,0.0,40,100.0,9.375,0.0,0.0,1600,0.0,4000.0,10000.0,0.0,375.0,937.5,87.890625,0.82
63,0.0,40,100.0,18.75,0.0,0.0,1600,0.0,4000.0,10000.0,0.0,750.0,1875.0,351.5625,0.77
64,0.0,40,100.0,75.0,0.0,0.0,1600,0.0,4000.0,10000.0,0.0,3000.0,7500.0,5625.0,0.73
65,6.25,0,0.0,0.0,39.0625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
66,6.25,0,0.0,9.375,39.0625,0.0,0,0.0,0.0,0.0,58.59375,0.0,0.0,87.890625,0.92
67,6.25,0,0.0,18.75,39.0625,0.0,0,0.0,0.0,0.0,117.1875,0.0,0.0,351.5625,0.89
68,6.25,0,0.0,75.0,39.0625,0.0,0,0.0,0.0,0.0,468.75,0.0,0.0,5625.0,0.87
69,6.25,0,12.5,0.0,39.0625,0.0,0,78.125,0.0,156.25,0.0,0.0,0.0,0.0,0.91
70,6.25,0,12.5,9.375,39.0625,0.0,0,78.125,0.0,156.25,58.59375,0.0,117.1875,87.890625,0.91
71,6.25,0,12.5,18.75,39.0625,0.0,0,78.125,0.0,156.25,117.1875,0.0,234.375,351.5625,0.8
72,6.25,0,12.5,75.0,39.0625,0.0,0,78.125,0.0,156.25,468.75,0.0,937.5,5625.0,0.79
73,6.25,0,25.0,0.0,39.0625,0.0,0,156.25,0.0,625.0,0.0,0.0,0.0,0.0,0.86
74,6.25,0,25.0,9.375,39.0625,0.0,0,156.25,0.0,625.0,58.59375,0.0,234.375,87.890625,0.87
75,6.25,0,25.0,18.75,39.0625,0.0,0,156.25,0.0,625.0,117.1875,0.0,468.75,351.5625,0.76
76,6.25,0,25.0,75.0,39.0625,0.0,0,156.25,0.0,625.0,468.75,0.0,1875.0,5625.0,0.78
77,6.25,0,100.0,0.0,39.0625,0.0,0,625.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.81
78,6.25,0,100.0,9.375,39.0625,0.0,0,625.0,0.0,10000.0,58.59375,0.0,937.5,87.890625,0.77
79,6.25,0,100.0,18.75,39.0625,0.0,0,625.0,0.0,10000.0,117.1875,0.0,1875.0,351.5625,0.75
80,6.25,0,100.0,75.0,39.0625,0.0,0,625.0,0.0,10000.0,468.75,0.0,7500.0,5625.0,0.7
81,6.25,5,0.0,0.0,39.0625,31.25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97
82,6.25,5,0.0,9.375,39.0625,31.25,25,0.0,0.0,0.0,58.59375,46.875,0.0,87.890625,0.98
83,6.25,5,0.0,18.75,39.0625,31.25,25,0.0,0.0,0.0,117.1875,93.75,0.0,351.5625,0.92
84,6.25,5,0.0,75.0,39.0625,31.25,25,0.0,0.0,0.0,468.75,375.0,0.0,5625.0,0.85
85,6.25,5,12.5,0.0,39.0625,31.25,25,78.125,62.5,156.25,0.0,0.0,0.0,0.0,0.93
86,6.25,5,12.5,9.375,39.0625,31.25,25,78.125,62.5,156.25,58.59375,46.875,117.1875,87.890625,0.93
87,6.25,5,12.5,18.75,39.0625,31.25,25,78.125,62.5,156.25,117.1875,93.75,234.375,351.5625,0.91
88,6.25,5,12.5,75.0,39.0625,31.25,25,78.125,62.5,156.25,468.75,375.0,937.5,5625.0,0.8
89,6.25,5,25.0,0.0,39.0625,31.25,25,156.25,125.0,625.0,0.0,0.0,0.0,0.0,0.71
90,6.25,5,25.0,9.375,39.0625,31.25,25,156.25,125.0,625.0,58.59375,46.875,234.375,87.890625,0.82
91,6.25,5,25.0,18.75,39.0625,31.25,25,156.25,125.0,625.0,117.1875,93.75,468.75,351.5625,0.75
92,6.25,5,25.0,75.0,39.0625,31.25,25,156.25,125.0,625.0,468.75,375.0,1875.0,5625.0,0.66
93,6.25,5,100.0,0.0,39.0625,31.25,25,625.0,500.0,10000.0,0.0,0.0,0.0,0.0,0.66
94,6.25,5,100.0,9.375,39.0625,31.25,25,625.0,500.0,10000.0,58.59375,46.875,937.5,87.890625,0.62
95,6.25,5,100.0,18.75,39.0625,31.25,25,625.0,500.0,10000.0,117.1875,93.75,1875.0,351.5625,0.62
96,6.25,5,100.0,75.0,39.0625,31.25,25,625.0,500.0,10000.0,468.75,375.0,7500.0,5625.0,0.56
97,6.25,10,0.0,0.0,39.0625,62.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
98,6.25,10,0.0,9.375,39.0625,62.5,100,0.0,0.0,0.0,58.59375,93.75,0.0,87.890625,0.84
99,6.25,10,0.0,18.75,39.0625,62.5,100,0.0,0.0,0.0,117.1875,187.5,0.0,351.5625,0.86
100,6.25,10,0.0,75.0,39.0625,62.5,100,0.0,0.0,0.0,468.75,750.0,0.0,5625.0,0.73
101,6.25,10,12.5,0.0,39.0625,62.5,100,78.125,125.0,156.25,0.0,0.0,0.0,0.0,0.77
102,6.25,10,12.5,9.375,39.0625,62.5,100,78.125,125.0,156.25,58.59375,93.75,117.1875,87.890625,0.88
103,6.25,10,12.5,18.75,39.0625,62.5,100,78.125,125.0,156.25,117.1875,187.5,234.375,351.5625,0.87
104,6.25,10,12.5,75.0,39.0625,62.5,100,78.125,125.0,156.25,468.75,750.0,937.5,5625.0,0.77
105,6.25,10,25.0,0.0,39.0625,62.5,100,156.25,250.0,625.0,0.0,0.0,0.0,0.0,0.86
106,6.25,10,25.0,9.375,39.0625,62.5,100,156.25,250.0,625.0,58.59375,93.75,234.375,87.890625,0.84
107,6.25,10,25.0,18.75,39.0625,62.5,100,156.25,250.0,625.0,117.1875,187.5,468.75,351.5625,0.84
108,6.25,10,25.0,75.0,39.0625,62.5,100,156.25,250.0,625.0,468.75,750.0,1875.0,5625.0,0.68
109,6.25,10,100.0,0.0,39.0625,62.5,100,625.0,1000.0,10000.0,0.0,0.0,0.0,0.0,0.73
110,6.25,10,100.0,9.375,39.0625,62.5,100,625.0,1000.0,10000.0,58.59375,93.75,937.5,87.890625,0.75
111,6.25,10,100.0,18.75,39.0625,62.5,100,625.0,1000.0,10000.0,117.1875,187.5,1875.0,351.5625,0.73
112,6.25,10,100.0,75.0,39.0625,62.5,100,625.0,1000.0,10000.0,468.75,750.0,7500.0,5625.0,0.63
113,6.25,40,0.0,0.0,39.0625,250.0,1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96
114,6.25,40,0.0,9.375,39.0625,250.0,1600,0.0,0.0,0.0,58.59375,375.0,0.0,87.890625,0.92
115,6.25,40,0.0,18.75,39.0625,250.0,1600,0.0,0.0,0.0,117.1875,750.0,0.0,351.5625,0.84
116,6.25,40,0.0,75.0,39.0625,250.0,1600,0.0,0.0,0.0,468.75,3000.0,0.0,5625.0,0.78
117,6.25,40,12.5,0.0,39.0625,250.0,1600,78.125,500.0,156.25,0.0,0.0,0.0,0.0,0.87
118,6.25,40,12.5,9.375,39.0625,250.0,1600,78.125,500.0,156.25,58.59375,375.0,117.1875,87.890625,0.85
119,6.25,40,12.5,18.75,39.0625,250.0,1600,78.125,500.0,156.25,117.1875,750.0,234.375,351.5625,0.8
120,6.25,40,12.5,75.0,39.0625,250.0,1600,78.125,500.0,156.25,468.75,3000.0,937.5,5625.0,0.74
121,6.25,40,25.0,0.0,39.0625,250.0,1600,156.25,1000.0,625.0,0.0,0.0,0.0,0.0,0.83
122,6.25,40,25.0,9.375,39.0625,250.0,1600,156.25,1000.0,625.0,58.59375,375.0,234.375,87.890625,0.89
123,6.25,40,25.0,18.75,39.0625,250.0,1600,156.25,1000.0,625.0,117.1875,750.0,468.75,351.5625,0.76
124,6.25,40,25.0,75.0,39.0625,250.0,1600,156.25,1000.0,625.0,468.75,3000.0,1875.0,5625.0,0.79
125,6.25,40,100.0,0.0,39.0625,250.0,1600,625.0,4000.0,10000.0,0.0,0.0,0.0,0.0,0.81
126,6.25,40,100.0,9.375,39.0625,250.0,1600,625.0,4000.0,10000.0,58.59375,375.0,937.5,87.890625,0.78
127,6.25,40,100.0,18.75,39.0625,250.0,1600,625.0,4000.0,10000.0,117.1875,750.0,1875.0,351.5625,0.74
128,6.25,40,100.0,75.0,39.0625,250.0,1600,625.0,4000.0,10000.0,468.75,3000.0,7500.0,5625.0,0.68
129,12.5,0,0.0,0.0,156.25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
130,12.5,0,0.0,9.375,156.25,0.0,0,0.0,0.0,0.0,117.1875,0.0,0.0,87.890625,0.84
131,12.5,0,0.0,18.75,156.25,0.0,0,0.0,0.0,0.0,234.375,0.0,0.0,351.5625,0.81
132,12.5,0,0.0,75.0,156.25,0.0,0,0.0,0.0,0.0,937.5,0.0,0.0,5625.0,0.75
133,12.5,0,12.5,0.0,156.25,0.0,0,156.25,0.0,156.25,0.0,0.0,0.0,0.0,0.87
134,12.5,0,12.5,9.375,156.25,0.0,0,156.25,0.0,156.25,117.1875,0.0,117.1875,87.890625,0.91
135,12.5,0,12.5,18.75,156.25,0.0,0,156.25,0.0,156.25,234.375,0.0,234.375,351.5625,0.85
136,12.5,0,12.5,75.0,156.25,0.0,0,156.25,0.0,156.25,937.5,0.0,937.5,5625.0,0.78
137,12.5,0,25.0,0.0,156.25,0.0,0,312.5,0.0,625.0,0.0,0.0,0.0,0.0,0.83
138,12.5,0,25.0,9.375,156.25,0.0,0,312.5,0.0,625.0,117.1875,0.0,234.375,87.890625,0.84
139,12.5,0,25.0,18.75,156.25,0.0,0,312.5,0.0,625.0,234.375,0.0,468.75,351.5625,0.84
140,12.5,0,25.0,75.0,156.25,0.0,0,312.5,0.0,625.0,937.5,0.0,1875.0,5625.0,0.66
141,12.5,0,100.0,0.0,156.25,0.0,0,1250.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.66
142,12.5,0,100.0,9.375,156.25,0.0,0,1250.0,0.0,10000.0,117.1875,0.0,937.5,87.890625,0.65
143,12.5,0,100.0,18.75,156.25,0.0,0,1250.0,0.0,10000.0,234.375,0.0,1875.0,351.5625,0.69
144,12.5,0,100.0,75.0,156.25,0.0,0,1250.0,0.0,10000.0,937.5,0.0,7500.0,5625.0,0.63
145,12.5,5,0.0,0.0,156.25,62.5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
146,12.5,5,0.0,9.375,156.25,62.5,25,0.0,0.0,0.0,117.1875,46.875,0.0,87.890625,0.81
147,12.5,5,0.0,18.75,156.25,62.5,25,0.0,0.0,0.0,234.375,93.75,0.0,351.5625,0.9
148,12.5,5,0.0,75.0,156.25,62.5,25,0.0,0.0,0.0,937.5,375.0,0.0,5625.0,0.69
149,12.5,5,12.5,0.0,156.25,62.5,25,156.25,62.5,156.25,0.0,0.0,0.0,0.0,0.83
150,12.5,5,12.5,9.375,156.25,62.5,25,156.25,62.5,156.25,117.1875,46.875,117.1875,87.890625,0.88
151,12.5,5,12.5,18.75,156.25,62.5,25,156.25,62.5,156.25,234.375,93.75,234.375,351.5625,0.91
152,12.5,5,12.5,75.0,156.25,62.5,25,156.25,62.5,156.25,937.5,375.0,937.5,5625.0,0.73
153,12.5,5,25.0,0.0,156.25,62.5,25,312.5,125.0,625.0,0.0,0.0,0.0,0.0,0.83
154,12.5,5,25.0,9.375,156.25,62.5,25,312.5,125.0,625.0,117.1875,46.875,234.375,87.890625,0.79
155,12.5,5,25.0,18.75,156.25,62.5,25,312.5,125.0,625.0,234.375,93.75,468.75,351.5625,0.8
156,12.5,5,25.0,75.0,156.25,62.5,25,312.5,125.0,625.0,937.5,375.0,1875.0,5625.0,0.63
157,12.5,5,100.0,0.0,156.25,62.5,25,1250.0,500.0,10000.0,0.0,0.0,0.0,0.0,0.74
158,12.5,5,100.0,9.375,156.25,62.5,25,1250.0,500.0,10000.0,117.1875,46.875,937.5,87.890625,0.75
159,12.5,5,100.0,18.75,156.25,62.5,25,1250.0,500.0,10000.0,234.375,93.75,1875.0,351.5625,0.79
160,12.5,5,100.0,75.0,156.25,62.5,25,1250.0,500.0,10000.0,937.5,375.0,7500.0,5625.0,0.56
161,12.5,10,0.0,0.0,156.25,125.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97
162,12.5,10,0.0,9.375,156.25,125.0,100,0.0,0.0,0.0,117.1875,93.75,0.0,87.890625,0.91
163,12.5,10,0.0,18.75,156.25,125.0,100,0.0,0.0,0.0,234.375,187.5,0.0,351.5625,0.89
164,12.5,10,0.0,75.0,156.25,125.0,100,0.0,0.0,0.0,937.5,750.0,0.0,5625.0,0.78
165,12.5,10,12.5,0.0,156.25,125.0,100,156.25,125.0,156.25,0.0,0.0,0.0,0.0,0.89
166,12.5,10,12.5,9.375,156.25,125.0,100,156.25,125.0,156.25,117.1875,93.75,117.1875,87.890625,0.89
167,12.5,10,12.5,18.75,156.25,125.0,100,156.25,125.0,156.25,234.375,187.5,234.375,351.5625,0.84
168,12.5,10,12.5,75.0,156.25,125.0,100,156.25,125.0,156.25,937.5,750.0,937.5,5625.0,0.65
169,12.5,10,25.0,0.0,156.25,125.0,100,312.5,250.0,625.0,0.0,0.0,0.0,0.0,0.81
170,12.5,10,25.0,9.375,156.25,125.0,100,312.5,250.0,625.0,117.1875,93.75,234.375,87.890625,0.83
171,12.5,10,25.0,18.75,156.25,125.0,100,312.5,250.0,625.0,234.375,187.5,468.75,351.5625,0.79
172,12.5,10,25.0,75.0,156.25,125.0,100,312.5,250.0,625.0,937.5,750.0,1875.0,5625.0,0.67
173,12.5,10,100.0,0.0,156.25,125.0,100,1250.0,1000.0,10000.0,0.0,0.0,0.0,0.0,0.73
174,12.5,10,100.0,9.375,156.25,125.0,100,1250.0,1000.0,10000.0,117.1875,93.75,937.5,87.890625,0.73
175,12.5,10,100.0,18.75,156.25,125.0,100,1250.0,1000.0,10000.0,234.375,187.5,1875.0,351.5625,0.73
176,12.5,10,100.0,75.0,156.25,125.0,100,1250.0,1000.0,10000.0,937.5,750.0,7500.0,5625.0,0.6
177,12.5,40,0.0,0.0,156.25,500.0,1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
178,12.5,40,0.0,9.375,156.25,500.0,1600,0.0,0.0,0.0,117.1875,375.0,0.0,87.890625,0.8
179,12.5,40,0.0,18.75,156.25,500.0,1600,0.0,0.0,0.0,234.375,750.0,0.0,351.5625,0.79
180,12.5,40,0.0,75.0,156.25,500.0,1600,0.0,0.0,0.0,937.5,3000.0,0.0,5625.0,0.73
181,12.5,40,12.5,0.0,156.25,500.0,1600,156.25,500.0,156.25,0.0,0.0,0.0,0.0,0.77
182,12.5,40,12.5,9.375,156.25,500.0,1600,156.25,500.0,156.25,117.1875,375.0,117.1875,87.890625,0.82
183,12.5,40,12.5,18.75,156.25,500.0,1600,156.25,500.0,156.25,234.375,750.0,234.375,351.5625,0.86
184,12.5,40,12.5,75.0,156.25,500.0,1600,156.25,500.0,156.25,937.5,3000.0,937.5,5625.0,0.68
185,12.5,40,25.0,0.0,156.25,500.0,1600,312.5,1000.0,625.0,0.0,0.0,0.0,0.0,0.79
186,12.5,40,25.0,9.375,156.25,500.0,1600,312.5,1000.0,625.0,117.1875,375.0,234.375,87.890625,0.96
187,12.5,40,25.0,18.75,156.25,500.0,1600,312.5,1000.0,625.0,234.375,750.0,468.75,351.5625,0.78
188,12.5,40,25.0,75.0,156.25,500.0,1600,312.5,1000.0,625.0,937.5,3000.0,1875.0,5625.0,0.72
189,12.5,40,100.0,0.0,156.25,500.0,1600,1250.0,4000.0,10000.0,0.0,0.0,0.0,0.0,0.72
190,12.5,40,100.0,9.375,156.25,500.0,1600,1250.0,4000.0,10000.0,117.1875,375.0,937.5,87.890625,0.71
191,12.5,40,100.0,18.75,156.25,500.0,1600,1250.0,4000.0,10000.0,234.375,750.0,1875.0,351.5625,0.69
192,12.5,40,100.0,75.0,156.25,500.0,1600,1250.0,4000.0,10000.0,937.5,3000.0,7500.0,5625.0,0.65
193,50.0,0,0.0,0.0,2500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
194,50.0,0,0.0,9.375,2500.0,0.0,0,0.0,0.0,0.0,468.75,0.0,0.0,87.890625,0.58
195,50.0,0,0.0,18.75,2500.0,0.0,0,0.0,0.0,0.0,937.5,0.0,0.0,351.5625,0.58
196,50.0,0,0.0,75.0,2500.0,0.0,0,0.0,0.0,0.0,3750.0,0.0,0.0,5625.0,0.59
197,50.0,0,12.5,0.0,2500.0,0.0,0,625.0,0.0,156.25,0.0,0.0,0.0,0.0,0.76
198,50.0,0,12.5,9.375,2500.0,0.0,0,625.0,0.0,156.25,468.75,0.0,117.1875,87.890625,0.74
199,50.0,0,12.5,18.75,2500.0,0.0,0,625.0,0.0,156.25,937.5,0.0,234.375,351.5625,0.79
200,50.0,0,12.5,75.0,2500.0,0.0,0,625.0,0.0,156.25,3750.0,0.0,937.5,5625.0,0.62
201,50.0,0,25.0,0.0,2500.0,0.0,0,1250.0,0.0,625.0,0.0,0.0,0.0,0.0,0.74
202,50.0,0,25.0,9.375,2500.0,0.0,0,1250.0,0.0,625.0,468.75,0.0,234.375,87.890625,0.75
203,50.0,0,25.0,18.75,2500.0,0.0,0,1250.0,0.0,625.0,937.5,0.0,468.75,351.5625,0.74
204,50.0,0,25.0,75.0,2500.0,0.0,0,1250.0,0.0,625.0,3750.0,0.0,1875.0,5625.0,0.65
205,50.0,0,100.0,0.0,2500.0,0.0,0,5000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.75
206,50.0,0,100.0,9.375,2500.0,0.0,0,5000.0,0.0,10000.0,468.75,0.0,937.5,87.890625,0.73
207,50.0,0,100.0,18.75,2500.0,0.0,0,5000.0,0.0,10000.0,937.5,0.0,1875.0,351.5625,0.68
208,50.0,0,100.0,75.0,2500.0,0.0,0,5000.0,0.0,10000.0,3750.0,0.0,7500.0,5625.0,0.64
209,50.0,5,0.0,0.0,2500.0,250.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
210,50.0,5,0.0,9.375,2500.0,250.0,25,0.0,0.0,0.0,468.75,46.875,0.0,87.890625,0.69
211,50.0,5,0.0,18.75,2500.0,250.0,25,0.0,0.0,0.0,937.5,93.75,0.0,351.5625,0.74
212,50.0,5,0.0,75.0,2500.0,250.0,25,0.0,0.0,0.0,3750.0,375.0,0.0,5625.0,0.67
213,50.0,5,12.5,0.0,2500.0,250.0,25,625.0,62.5,156.25,0.0,0.0,0.0,0.0,0.79
214,50.0,5,12.5,9.375,2500.0,250.0,25,625.0,62.5,156.25,468.75,46.875,117.1875,87.890625,0.81
215,50.0,5,12.5,18.75,2500.0,250.0,25,625.0,62.5,156.25,937.5,93.75,234.375,351.5625,0.77
216,50.0,5,12.5,75.0,2500.0,250.0,25,625.0,62.5,156.25,3750.0,375.0,937.5,5625.0,0.67
217,50.0,5,25.0,0.0,2500.0,250.0,25,1250.0,125.0,625.0,0.0,0.0,0.0,0.0,0.83
218,50.0,5,25.0,9.375,2500.0,250.0,25,1250.0,125.0,625.0,468.75,46.875,234.375,87.890625,0.75
219,50.0,5,25.0,18.75,2500.0,250.0,25,1250.0,125.0,625.0,937.5,93.75,468.75,351.5625,0.64
220,50.0,5,25.0,75.0,2500.0,250.0,25,1250.0,125.0,625.0,3750.0,375.0,1875.0,5625.0,0.6
221,50.0,5,100.0,0.0,2500.0,250.0,25,5000.0,500.0,10000.0,0.0,0.0,0.0,0.0,0.59
222,50.0,5,100.0,9.375,2500.0,250.0,25,5000.0,500.0,10000.0,468.75,46.875,937.5,87.890625,0.56
223,50.0,5,100.0,18.75,2500.0,250.0,25,5000.0,500.0,10000.0,937.5,93.75,1875.0,351.5625,0.53
224,50.0,5,100.0,75.0,2500.0,250.0,25,5000.0,500.0,10000.0,3750.0,375.0,7500.0,5625.0,0.46
225,50.0,10,0.0,0.0,2500.0,500.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
226,50.0,10,0.0,9.375,2500.0,500.0,100,0.0,0.0,0.0,468.75,93.75,0.0,87.890625,0.58
227,50.0,10,0.0,18.75,2500.0,500.0,100,0.0,0.0,0.0,937.5,187.5,0.0,351.5625,0.57
228,50.0,10,0.0,75.0,2500.0,500.0,100,0.0,0.0,0.0,3750.0,750.0,0.0,5625.0,0.54
229,50.0,10,12.5,0.0,2500.0,500.0,100,625.0,125.0,156.25,0.0,0.0,0.0,0.0,0.66
